user_id,sport_name,interaction_date
8,Gun Sports,2025-03-23
8,Parkour,2025-03-24
8,Hang Gliding,2025-03-25
8,Javelin,2025-03-26
8,Athletics,2025-03-27
8,Judo,2025-03-28
8,Wrestling,2025-03-29
8,Skiing,2025-03-30
8,HIIT,2025-03-31
8,Parkour,2025-04-01
8,Frisbee,2025-04-02
8,Sailing,2025-04-03
8,Bowling,2025-04-04
8,Gym,2025-04-05
8,Football,2025-04-06
8,Football Tennis,2025-04-07
8,Football Tennis,2025-04-08
8,Archery,2025-04-09
8,Aerobatics,2025-04-10
8,Wrestling,2025-04-11
8,Hiking,2025-04-12
8,Hammer Throw,2025-04-13
8,Rock Climbing,2025-04-14
8,Cycling,2025-04-15
8,Water Polo,2025-04-16
8,Skydiving,2025-04-17
8,Rugby,2025-04-18
8,HIIT,2025-04-19
8,Sailing,2025-04-20
8,Water Polo,2025-04-21
8,Ice Skating,2025-04-22
8,Paragliding,2025-04-23
8,Canoeing,2025-04-24
8,Yoga,2025-04-25
8,Disc Sports,2025-04-26
8,Walking,2025-04-27
8,Pole Sports,2025-04-28
8,Parachuting,2025-04-29
8,Karate,2025-04-30
8,Dance,2025-05-01
8,Cheerleading,2025-05-02
8,Dance,2025-05-03
8,Chess,2025-05-04
8,Skydiving,2025-05-05
8,Gun Sports,2025-05-06
8,Athletics,2025-05-07
8,Windsurfing,2025-05-08
8,Tag Games,2025-05-09
8,Water Polo,2025-05-10
8,Yoga,2025-05-11
8,Cheerleading,2025-05-12
8,Handball,2025-05-13
8,Skateboarding,2025-05-14
8,Rodeo,2025-05-15
8,Camping,2025-05-16
8,Sumo,2025-05-17
8,Dance,2025-05-18
8,Dance,2025-05-19
8,Kite Sports,2025-05-20
8,Paintball,2025-05-21
8,Mountain Biking,2025-05-22
8,Handball,2025-05-23
8,Tag Games,2025-05-24
8,Pole Sports,2025-05-25
8,Boxing,2025-05-26
8,Tennis,2025-05-27
8,Weightlifting,2025-05-28
8,Table Tennis,2025-05-29
8,Soccer,2025-05-30
8,Pole Sports,2025-05-31
9,Windsurfing,2025-03-01
9,Pole Sports,2025-03-02
9,Cricket,2025-03-04
9,Pool,2025-03-06
9,Baseball,2025-03-07
9,Archery,2025-03-08
9,Dodgeball,2025-03-10
9,Horseback Riding,2025-03-13
9,Taekwondo,2025-03-14
9,Running,2025-03-16
9,Dodgeball,2025-03-17
9,Hang Gliding,2025-03-18
9,Golf,2025-03-20
9,Gun Sports,2025-03-22
9,Yoga,2025-03-23
9,Archery,2025-03-24
9,Taekwondo,2025-03-27
9,Motorcycle Racing,2025-03-29
9,HIIT,2025-03-30
9,Running,2025-03-31
9,Javelin,2025-04-01
9,Tag Games,2025-04-03
9,Trampolining,2025-04-05
9,Hang Gliding,2025-04-06
9,Figure Skating,2025-04-07
9,Skiing,2025-04-08
9,Aerial Silk,2025-04-09
9,Crossfit,2025-04-10
9,Paragliding,2025-04-11
9,Mountain Biking,2025-04-12
9,Running,2025-04-14
9,Bungee Jumping,2025-04-16
9,Rugby,2025-04-19
9,Trapeze,2025-04-20
9,Cheerleading,2025-04-21
9,Dance,2025-04-22
9,Windsurfing,2025-04-23
9,Cheerleading,2025-04-24
9,Table Tennis,2025-04-25
9,Javelin,2025-04-26
9,Disc Sports,2025-04-27
9,Taekwondo,2025-04-28
9,Hiking,2025-04-30
9,Judo,2025-05-01
9,Grappling,2025-05-02
9,Paintball,2025-05-03
9,Camping,2025-05-06
9,Pole Sports,2025-05-07
9,Windsurfing,2025-05-08
9,Dodgeball,2025-05-09
9,Pole Sports,2025-05-14
9,Frisbee,2025-05-18
9,Kite Sports,2025-05-20
9,Boxing,2025-05-21
9,Athletics,2025-05-22
9,Hockey,2025-05-23
9,Dance,2025-05-24
9,Baseball,2025-05-25
9,Canoeing,2025-05-26
9,Judo,2025-05-27
9,Gliding,2025-05-28
9,Surfing,2025-05-29
9,HIIT,2025-05-30
9,Disc Sports,2025-05-31
10,Kayaking,2025-03-04
10,Bowling,2025-03-09
10,Aerial Silk,2025-03-10
10,Parkour,2025-03-11
10,Karate,2025-03-14
10,Paintball,2025-03-15
10,Skydiving,2025-03-19
10,Pilates,2025-03-24
10,Cheerleading,2025-03-25
10,Gym,2025-03-26
10,Trampolining,2025-04-02
10,Athletics,2025-04-03
10,Lacrosse,2025-04-06
10,Fencing,2025-04-08
10,Badminton,2025-04-14
10,Running,2025-04-17
10,Swimming,2025-04-23
10,Polo,2025-04-28
10,Snowboarding,2025-05-01
10,Skateboarding,2025-05-02
10,Camping,2025-05-03
10,HIIT,2025-05-08
10,Camping,2025-05-16
10,Disc Sports,2025-05-20
10,Taekwondo,2025-05-21
10,Ice Skating,2025-05-24
10,Kite Sports,2025-05-29
10,Cheerleading,2025-05-30
11,Gliding,2025-03-01
11,Longball,2025-03-02
11,Gymnastics,2025-03-03
11,Boxing,2025-03-04
11,Hammer Throw,2025-03-05
11,Kite Sports,2025-03-06
11,Paragliding,2025-03-07
11,Polo,2025-03-08
11,Kayaking,2025-03-09
11,Rugby,2025-03-10
11,Calisthenics,2025-03-11
11,Crossfit,2025-03-12
11,Parkour,2025-03-13
11,Frisbee,2025-03-14
11,Aerobatics,2025-03-15
11,Camping,2025-03-16
11,Dance,2025-03-17
11,Water Polo,2025-03-18
11,Motorcycle Racing,2025-03-19
11,Volleyball,2025-03-20
11,Motorcycle Racing,2025-03-21
11,Ice Skating,2025-03-22
11,Frisbee,2025-03-23
11,Paintball,2025-03-24
11,Bungee Jumping,2025-03-25
11,Tennis,2025-03-26
11,Soccer,2025-03-27
11,Frisbee,2025-03-28
11,Basketball,2025-03-29
11,Soccer,2025-03-30
11,Hockey,2025-03-31
11,Boxing,2025-04-01
11,Ice Skating,2025-04-02
11,Boxing,2025-04-03
11,Dance,2025-04-04
11,Football,2025-04-05
11,Kite Sports,2025-04-06
11,Boxing,2025-04-07
11,Mountain Biking,2025-04-08
11,Volleyball,2025-04-09
11,Table Tennis,2025-04-10
11,Figure Skating,2025-04-11
11,Surfing,2025-04-12
11,Aerial Silk,2025-04-13
11,Aerobatics,2025-04-14
11,Paintball,2025-04-15
11,Gun Sports,2025-04-16
11,Gymnastics,2025-04-17
11,Roller Skating,2025-04-18
11,Cricket,2025-04-19
11,Crossfit,2025-04-20
11,Javelin,2025-04-21
11,Sailing,2025-04-22
11,Parachuting,2025-04-23
11,Football,2025-04-24
11,Windsurfing,2025-04-25
11,Cheerleading,2025-04-26
11,Baseball,2025-04-27
11,Skiing,2025-04-28
11,Fencing,2025-04-29
11,Cheerleading,2025-04-30
11,Rock Climbing,2025-05-01
11,Parachuting,2025-05-02
11,Paragliding,2025-05-03
11,Dance,2025-05-04
11,Dance,2025-05-05
11,Cycling,2025-05-06
11,Cheerleading,2025-05-07
11,Aerial Silk,2025-05-08
11,Surfing,2025-05-09
11,Rugby,2025-05-10
11,Skateboarding,2025-05-11
11,Handball,2025-05-12
11,Pole Sports,2025-05-13
11,Grappling,2025-05-14
11,Karate,2025-05-15
11,Javelin,2025-05-16
11,Cheerleading,2025-05-17
11,Gymnastics,2025-05-18
11,Weightlifting,2025-05-19
11,Dodgeball,2025-05-20
11,Bungee Jumping,2025-05-21
11,Hang Gliding,2025-05-22
11,Skiing,2025-05-23
11,Motorcycle Racing,2025-05-24
11,Pool,2025-05-25
11,Chess,2025-05-26
11,Parachuting,2025-05-27
11,Gliding,2025-05-28
11,Sumo,2025-05-29
11,Paragliding,2025-05-30
11,Cricket,2025-05-31
12,Motorcycle Racing,2025-03-01
12,Parkour,2025-03-02
12,Skiing,2025-03-03
12,Boxing,2025-03-04
12,Handball,2025-03-05
12,Surfing,2025-03-06
12,Gymnastics,2025-03-07
12,Longball,2025-03-08
12,Surfing,2025-03-09
12,Cheerleading,2025-03-10
12,Gun Sports,2025-03-11
12,Golf,2025-03-12
12,Alpinism,2025-03-13
12,Alpinism,2025-03-14
12,Sumo,2025-03-15
12,Figure Skating,2025-03-16
12,Karate,2025-03-17
12,Football,2025-03-18
12,Walking,2025-03-19
12,Fencing,2025-03-20
12,HIIT,2025-03-21
12,Taekwondo,2025-03-22
12,Surfing,2025-03-23
12,Chess,2025-03-24
12,Snowboarding,2025-03-25
12,Horseback Riding,2025-03-26
12,Javelin,2025-03-27
12,Bungee Jumping,2025-03-28
12,Basketball,2025-03-29
12,Running,2025-03-30
12,Jiu-Jitsu,2025-03-31
12,Kayaking,2025-04-01
12,Running,2025-04-02
12,Skateboarding,2025-04-03
12,Camping,2025-04-04
12,Paintball,2025-04-05
12,Bungee Jumping,2025-04-06
12,Scuba Diving,2025-04-07
12,Pole Sports,2025-04-08
12,Weightlifting,2025-04-09
12,Baseball,2025-04-10
12,Athletics,2025-04-11
12,Fishing,2025-04-12
12,Wrestling,2025-04-13
12,Dodgeball,2025-04-14
12,Trampolining,2025-04-15
12,Disc Sports,2025-04-16
12,Figure Skating,2025-04-17
12,Scuba Diving,2025-04-18
12,Hockey,2025-04-19
12,Athletics,2025-04-20
12,Badminton,2025-04-21
12,Javelin,2025-04-22
12,Alpinism,2025-04-23
12,Badminton,2025-04-24
12,Trampolining,2025-04-25
12,Calisthenics,2025-04-26
12,Kayaking,2025-04-27
12,Hang Gliding,2025-04-28
12,Fencing,2025-04-29
12,Tennis,2025-04-30
12,Aerobatics,2025-05-01
12,Pole Sports,2025-05-02
12,Weightlifting,2025-05-03
12,Cricket,2025-05-04
12,Walking,2025-05-05
12,Mountain Biking,2025-05-06
12,Hang Gliding,2025-05-07
12,Fencing,2025-05-08
12,Running,2025-05-09
12,Taekwondo,2025-05-10
12,Fencing,2025-05-11
12,Pilates,2025-05-12
12,Baseball,2025-05-13
12,Longball,2025-05-14
12,Horseback Riding,2025-05-15
12,Snowboarding,2025-05-16
12,Paintball,2025-05-17
12,Jiu-Jitsu,2025-05-18
12,Bowling,2025-05-19
12,Camping,2025-05-20
12,Dance,2025-05-21
12,Dodgeball,2025-05-22
12,Swimming,2025-05-23
12,Rugby,2025-05-24
12,Judo,2025-05-25
12,Boxing,2025-05-26
12,Table Tennis,2025-05-27
12,Rugby,2025-05-28
12,Basketball,2025-05-29
12,Tag Games,2025-05-30
12,Skiing,2025-05-31
13,Dance,2025-03-04
13,Skydiving,2025-03-05
13,Windsurfing,2025-03-06
13,Fencing,2025-03-07
13,Fencing,2025-03-08
13,Horseback Riding,2025-03-09
13,Wrestling,2025-03-11
13,Fencing,2025-03-13
13,Hammer Throw,2025-03-20
13,Tennis,2025-03-22
13,Aerial Silk,2025-04-01
13,Archery,2025-04-02
13,Paintball,2025-04-03
13,Trampolining,2025-04-11
13,Dance,2025-04-13
13,Horseback Riding,2025-04-15
13,Hiking,2025-04-16
13,Horseback Riding,2025-04-17
13,Paragliding,2025-04-21
13,Horseback Riding,2025-04-22
13,Hiking,2025-04-23
13,Horseback Riding,2025-04-25
13,Mountain Biking,2025-04-26
13,Karate,2025-04-28
13,Table Tennis,2025-04-29
13,Athletics,2025-04-30
13,Surfing,2025-05-01
13,Swimming,2025-05-03
13,Fishing,2025-05-04
13,Hockey,2025-05-08
13,Snowboarding,2025-05-11
13,Crossfit,2025-05-12
13,Hammer Throw,2025-05-17
13,Archery,2025-05-18
13,Figure Skating,2025-05-19
13,Soccer,2025-05-20
13,Fishing,2025-05-25
13,Soccer,2025-05-29
14,Kayaking,2025-03-01
14,Sumo,2025-03-02
14,Longball,2025-03-03
14,Lacrosse,2025-03-04
14,Boules,2025-03-05
14,Cheerleading,2025-03-06
14,Windsurfing,2025-03-07
14,Dance,2025-03-08
14,Windsurfing,2025-03-09
14,Kayaking,2025-03-10
14,Bungee Jumping,2025-03-11
14,Boomerang,2025-03-12
14,Crossfit,2025-03-13
14,Trapeze,2025-03-14
14,Basketball,2025-03-15
14,Hammer Throw,2025-03-16
14,Football Tennis,2025-03-17
14,Camping,2025-03-18
14,Javelin,2025-03-19
14,Boxing,2025-03-20
14,Soccer,2025-03-21
14,Gun Sports,2025-03-22
14,Gym,2025-03-23
14,Ice Skating,2025-03-24
14,Hockey,2025-03-25
14,Yoga,2025-03-26
14,Kite Sports,2025-03-27
14,Basketball,2025-03-28
14,Paintball,2025-03-29
14,Camping,2025-03-30
14,Alpinism,2025-03-31
14,Windsurfing,2025-04-01
14,Scuba Diving,2025-04-02
14,Windsurfing,2025-04-03
14,Ice Skating,2025-04-04
14,Kayaking,2025-04-05
14,Cheerleading,2025-04-06
14,Disc Sports,2025-04-07
14,Soccer,2025-04-08
14,Judo,2025-04-09
14,Kite Sports,2025-04-10
14,Rock Climbing,2025-04-11
14,Cheerleading,2025-04-12
14,Jiu-Jitsu,2025-04-13
14,Polo,2025-04-14
14,Dance,2025-04-15
14,Soccer,2025-04-16
14,Kite Sports,2025-04-17
14,Canoeing,2025-04-18
14,Skydiving,2025-04-19
14,Yoga,2025-04-20
14,Camping,2025-04-21
14,Skydiving,2025-04-22
14,Crossfit,2025-04-23
14,Scuba Diving,2025-04-24
14,Roller Skating,2025-04-25
14,Football,2025-04-26
14,Frisbee,2025-04-27
14,Skateboarding,2025-04-28
14,Horseback Riding,2025-04-29
14,Frisbee,2025-04-30
14,Camping,2025-05-01
14,Sumo,2025-05-02
14,Rodeo,2025-05-03
14,Tennis,2025-05-04
14,Bungee Jumping,2025-05-05
14,Motorcycle Racing,2025-05-06
14,Mountain Biking,2025-05-07
14,Boxing,2025-05-08
14,Hockey,2025-05-09
14,Archery,2025-05-10
14,Cricket,2025-05-11
14,Surfing,2025-05-12
14,Badminton,2025-05-13
14,Polo,2025-05-14
14,Horseback Riding,2025-05-15
14,Archery,2025-05-16
14,Weightlifting,2025-05-17
14,Walking,2025-05-18
14,Judo,2025-05-19
14,Boomerang,2025-05-20
14,Running,2025-05-21
14,Javelin,2025-05-22
14,Volleyball,2025-05-23
14,Javelin,2025-05-24
14,Karate,2025-05-25
14,Lacrosse,2025-05-26
14,Canoeing,2025-05-27
14,Mountain Biking,2025-05-28
14,Trampolining,2025-05-29
14,Grappling,2025-05-30
14,Roller Skating,2025-05-31
15,Snowboarding,2025-03-01
15,Scuba Diving,2025-03-02
15,Archery,2025-03-03
15,Hammer Throw,2025-03-04
15,Walking,2025-03-05
15,Boxing,2025-03-06
15,Sailing,2025-03-07
15,Skiing,2025-03-08
15,Roller Skating,2025-03-09
15,Rock Climbing,2025-03-10
15,Ice Skating,2025-03-11
15,Mountain Biking,2025-03-12
15,Volleyball,2025-03-13
15,Athletics,2025-03-14
15,Hockey,2025-03-15
15,Sumo,2025-03-16
15,Skydiving,2025-03-17
15,Kite Sports,2025-03-18
15,Boules,2025-03-19
15,Rock Climbing,2025-03-20
15,Disc Sports,2025-03-21
15,Figure Skating,2025-03-22
15,Swimming,2025-03-23
15,Roller Skating,2025-03-24
15,Water Polo,2025-03-25
15,Archery,2025-03-26
15,Running,2025-03-27
15,Gliding,2025-03-28
15,Trapeze,2025-03-29
15,Fencing,2025-03-30
15,Hockey,2025-03-31
15,Tag Games,2025-04-01
15,Athletics,2025-04-02
15,Hammer Throw,2025-04-03
15,Skateboarding,2025-04-04
15,Horseback Riding,2025-04-05
15,Fencing,2025-04-06
15,Cycling,2025-04-07
15,Boxing,2025-04-08
15,Table Tennis,2025-04-09
15,Motorcycle Racing,2025-04-10
15,Basketball,2025-04-11
15,Gymnastics,2025-04-12
15,Gym,2025-04-13
15,Chess,2025-04-14
15,HIIT,2025-04-15
15,Motorcycle Racing,2025-04-16
15,Golf,2025-04-17
15,Sailing,2025-04-18
15,Dance,2025-04-19
15,Pilates,2025-04-20
15,Motorcycle Racing,2025-04-21
15,Skydiving,2025-04-22
15,Polo,2025-04-23
15,Lacrosse,2025-04-24
15,Tag Games,2025-04-25
15,Pool,2025-04-26
15,Lacrosse,2025-04-27
15,Surfing,2025-04-28
15,Parachuting,2025-04-29
15,Football,2025-04-30
15,Crossfit,2025-05-01
15,Camping,2025-05-02
15,Trampolining,2025-05-03
15,Roller Skating,2025-05-04
15,Walking,2025-05-05
15,Parachuting,2025-05-06
15,Ice Skating,2025-05-07
15,Longball,2025-05-08
15,Pool,2025-05-09
15,Mountain Biking,2025-05-10
15,Yoga,2025-05-11
15,Longball,2025-05-12
15,Kayaking,2025-05-13
15,Pole Sports,2025-05-14
15,Pole Sports,2025-05-15
15,Longball,2025-05-16
15,Skiing,2025-05-17
15,Crossfit,2025-05-18
15,Rugby,2025-05-19
15,Paragliding,2025-05-20
15,Trampolining,2025-05-21
15,Swimming,2025-05-22
15,Frisbee,2025-05-23
15,Figure Skating,2025-05-24
15,Wrestling,2025-05-25
15,Kayaking,2025-05-26
15,Trapeze,2025-05-27
15,Canoeing,2025-05-28
15,Pilates,2025-05-29
15,Soccer,2025-05-30
15,Water Polo,2025-05-31
16,Cheerleading,2025-03-01
16,Boomerang,2025-03-02
16,Skiing,2025-03-03
16,Bowling,2025-03-04
16,Bowling,2025-03-05
16,Sumo,2025-03-06
16,Frisbee,2025-03-07
16,Archery,2025-03-08
16,Athletics,2025-03-09
16,Boxing,2025-03-10
16,Cricket,2025-03-11
16,Pilates,2025-03-12
16,Camping,2025-03-13
16,Boules,2025-03-14
16,Running,2025-03-15
16,Pilates,2025-03-16
16,Handball,2025-03-17
16,Karate,2025-03-18
16,Football,2025-03-19
16,Horseback Riding,2025-03-20
16,Javelin,2025-03-21
16,Gun Sports,2025-03-22
16,Tennis,2025-03-23
16,Aerobatics,2025-03-24
16,Scuba Diving,2025-03-25
16,Bowling,2025-03-26
16,Skiing,2025-03-27
16,Mountain Biking,2025-03-28
16,Sumo,2025-03-29
16,Boomerang,2025-03-30
16,Canoeing,2025-03-31
16,Javelin,2025-04-01
16,Boules,2025-04-02
16,Judo,2025-04-03
16,Karate,2025-04-04
16,Handball,2025-04-05
16,Fishing,2025-04-06
16,Horseback Riding,2025-04-07
16,Boules,2025-04-08
16,Water Polo,2025-04-09
16,Rock Climbing,2025-04-10
16,Walking,2025-04-11
16,Cycling,2025-04-12
16,Taekwondo,2025-04-13
16,Skydiving,2025-04-14
16,Pole Sports,2025-04-15
16,Paintball,2025-04-16
16,Football,2025-04-17
16,Parkour,2025-04-18
16,Javelin,2025-04-19
16,Baseball,2025-04-20
16,Football,2025-04-21
16,Volleyball,2025-04-22
16,Sumo,2025-04-23
16,Wrestling,2025-04-24
16,Paintball,2025-04-25
16,Disc Sports,2025-04-26
16,Camping,2025-04-27
16,Cheerleading,2025-04-28
16,Alpinism,2025-04-29
16,Gun Sports,2025-04-30
16,Chess,2025-05-01
16,Hammer Throw,2025-05-02
16,Volleyball,2025-05-03
16,Handball,2025-05-04
16,Fencing,2025-05-05
16,Motorcycle Racing,2025-05-06
16,Disc Sports,2025-05-07
16,Gliding,2025-05-08
16,Basketball,2025-05-09
16,Football Tennis,2025-05-10
16,Pole Sports,2025-05-11
16,Baseball,2025-05-12
16,Cricket,2025-05-13
16,Grappling,2025-05-14
16,Wrestling,2025-05-15
16,Scuba Diving,2025-05-16
16,Disc Sports,2025-05-17
16,Bowling,2025-05-18
16,Scuba Diving,2025-05-19
16,Skateboarding,2025-05-20
16,Longball,2025-05-21
16,Wrestling,2025-05-22
16,Dodgeball,2025-05-23
16,Handball,2025-05-24
16,Trampolining,2025-05-25
16,Aerobatics,2025-05-26
16,HIIT,2025-05-27
16,Windsurfing,2025-05-28
16,Boomerang,2025-05-29
16,Karate,2025-05-30
16,Windsurfing,2025-05-31
17,Polo,2025-03-01
17,Snowboarding,2025-03-02
17,Table Tennis,2025-03-03
17,Running,2025-03-04
17,Hang Gliding,2025-03-05
17,Paintball,2025-03-06
17,Camping,2025-03-07
17,Polo,2025-03-08
17,Cheerleading,2025-03-09
17,Pool,2025-03-10
17,Cycling,2025-03-11
17,Boules,2025-03-12
