sport_name,"f1, metabolic demand_Normalized","f2, neurocognitive precision_Normalized","f3, risk modulation_Normalized","f4, kinesthetic intelligence_Normalized","f5, environmental dependency_Normalized","f6, collaborative dynamics_Normalized","f7, biomechanical advantage_Normalized","f8, resource investment_Normalized",popular_Normalized
Canoeing,0.18566926754996302,-1.6896604663738954,-0.09245921787086123,-0.38616305341980617,0.45827462464225704,-0.750095163170339,1.0292680545752235,0.6357965457914515,-0.25108381274427677
Cheerleading,-0.2582649008562389,-0.09037836249398622,0.21406304955980548,2.0799690558367874,-0.83887924400802,2.383349911267842,-1.261465323676825,0.33354432420878893,-0.8849626861165913
Chess,-2.102624290237493,1.3474962367349106,-0.7326309631971727,-3.0388406193837403,-2.5659761401719914,-1.101763778605867,-2.0487017584858043,0.6625110177252722,2.9420113893142745
Cricket,0.06762796345565819,0.9879407796460595,-0.7030055734144537,-0.4776267064372486,1.1476089590467968,1.4413186116970942,0.552424408188152,1.0333330224390176,0.14225139549477187
Crossfit,1.4462485940944458,-0.7253664343854049,0.07416233642663382,0.29674957426263576,-1.031009723920573,-0.2611551462476439,-0.9488824563407618,-0.05186809183719065,1.1307508710905976
Cycling,1.2163661136004276,-0.87015070349428,-1.0325817237385384,-0.6948951637591563,0.8053117298056689,-1.2115962463078813,-0.08305891759266719,0.46028146391900565,0.3374075899282562
Dance,-0.059672847959509404,0.40242957884839897,-1.4748322643213767,2.113636385051165,-0.5234294608873435,0.6668853705538026,-1.1815592041788183,-0.19596342651513066,0.18439484489507416
Disc Sports,0.10359346750466626,-0.17872647244786638,-1.16699531165248,0.017102996407386092,0.4590841473746463,0.39384105305218914,-0.026983672411162708,-0.39695762174240007,-1.3290724862134666
Dodgeball,0.22706249115078536,-0.256351960801207,-0.4060829493274264,-0.9571328236733928,-0.3695083161805271,1.6758948654013117,-0.5684028514781279,-0.7840898790500244,-1.4428187491780184
Fencing,0.2071371594944468,1.3448403523331824,-0.6071970203664063,-0.41069850433838717,-1.2909452105148242,-0.0901180044388363,0.4718583420521759,-0.37426949336719684,0.1729355473109382
Figure Skating,-0.2757771288032457,0.09395064151528257,-0.008060482944290437,2.3117752772429006,-0.16263046431975783,0.4333863963573723,-0.5583609722982115,0.014949382415783792,0.10997634621757219
Fishing,-2.176329987347312,-1.2379611764745164,-0.9995791161932176,-1.0818895014251515,0.918223346233205,-0.048321614073755875,0.007227328029142219,0.5429460806939321,1.2204353323924395
Football,0.9497310316704296,0.9308394523297875,-0.010748203827050117,-0.5614556650995719,0.796419382922353,1.692851039612101,0.3217559620747994,0.5715189613786047,1.0267512740707134
Football Tennis,0.1592696483444394,-0.3808891219918356,-1.028816412145895,-0.22781737466907323,0.26048789555295615,0.6551146692574132,-0.6577286373127569,-0.721719690331406,-1.1822112122189277
Frisbee,0.13887354981690642,-0.2214145616582689,-1.040291164786146,-0.2036902258680583,0.3832607765615684,0.42982527408211213,0.010983889666476461,-0.41485735264195,-1.3222172530563436
Gliding,-0.7378167062416675,1.2802967839527872,1.6527961018976465,-0.1990493957824187,0.9772277838670338,-0.5231561723330443,-1.1508245433456123,0.8278135668830798,-0.3644762355779336
Golf,-1.6972276237358819,0.8394105361046603,-1.0753899691779438,-0.6671356098277073,0.47335329750178823,-0.29724693075700687,0.6634033792319071,0.7494237320673943,0.7125316516895039
Grappling,1.059557829419982,0.22980829814625867,0.970106118128872,-0.42655617782929145,-1.9763458547492605,0.3993608528251908,-0.26108208424720936,-0.29905371504150785,0.7958835890196115
Gun Sports,-2.4334197833211264,1.3124867433078937,0.9324508877755547,-0.9292961539451726,-0.6492157937925759,-0.5984966904798711,1.0499298599062228,-0.11307645916602338,-0.21239019743375412
Gym,0.5958381506421236,-1.2952944229300776,-0.4372069468649156,-0.07899758392970704,-1.454751840391254,-1.1626001923940246,0.03918433715546831,-0.3273634363653008,0.9928641693467045
Gymnastics,0.17020719765411893,-0.06033217456886085,0.2733692818075861,1.896344847935684,-0.5877054845532279,0.45478903342182664,-0.7245757515292842,-0.11988477281348915,0.32612210673664255
Hammer Throw,0.08944953519435198,-0.8751734786064632,0.6394092139441173,0.18734092833001467,0.23380053865175976,-1.8914451876381577,3.139855896263354,-0.4226828126096184,0.2675150621487174
Handball,0.38822433472836587,0.24164209068941264,-0.1368514508829417,-0.11725697501935282,-0.31151088779298786,1.9064659489354228,1.5544741632295689,0.2997032286560244,-0.7149113918423844
Hang Gliding,-0.6909791422787993,1.2362060156341794,1.6901724431235519,-0.16250006597663466,1.034658680538773,-0.5460523849175319,-1.2705694567406323,0.7803740799490563,-0.4015637861191233
HIIT,1.252279064414175,-0.8302379199529117,-0.5898568116265849,0.4216492225567714,-0.616124516134576,-0.9767956483159941,-1.2076419803770517,-1.1996468921134262,0.7866409067258378
Hiking,-0.5537109258095649,-2.3521762437803684,-0.4262235528055795,-0.8411637417991112,0.511342556453804,-0.008347621119598846,0.01901694270204167,1.0911810409949172,0.5636012324553816
Hockey,1.0795629970708707,0.7730690589751807,0.16414416689973346,-0.31834157076179304,-0.029099239805793552,1.6593532327876492,-0.5546375133658937,0.20481454251790743,1.269802901693345
Horseback Riding,-0.5780767506449955,-0.9344703934219251,0.7379519346480204,0.5830375303274024,0.36525604094027103,0.3340692010846874,-0.03742636344361206,0.3514759917195706,0.5060060027637646
Ice Skating,-0.43682913959989067,-0.009845744420736902,-0.10663189127575905,1.280563908534812,-0.16738030699229098,-0.12376718948952123,0.4016927462115919,-0.8128928026399107,0.1721911044960659
Javelin,0.07225253725992378,-0.6028708066725939,0.5945187153881633,0.08135914898008184,0.11225799930769056,-2.153832281558852,3.4767617766436896,-0.22562910830581398,0.18846803452720054
Jiu-Jitsu,0.9841155116919651,0.35400789099182883,0.9518157927817966,-0.3710821315643538,-1.9369956352419027,0.248608318031373,-0.014778958811919565,-0.30050353585729644,0.6958102057874903
Judo,0.9602134253180927,0.3078619225718269,0.9759334961490799,-0.34739310318674504,-1.8614728567882846,0.3267025333788242,0.4093753316132016,-0.2264991449670124,0.628455664937418
Karate,0.9613443520477202,0.5614986510118545,0.22061752276601376,-0.6191227613599765,-1.7611048741108624,0.6317347531372453,-1.1238081981840666,-0.04676840813574166,0.6304458493419544
Kayaking,0.1984665226080457,-1.7409877115425756,-0.012214059990507575,-0.51456126217394,0.4283835179796313,-0.6656412621174013,0.8325192487538831,0.5568899570501277,-0.22798875444205063
Kite Sports,0.553559119585263,0.07843092917281537,0.23831827465398533,-0.5445255890009563,0.8116267660447929,-1.398881380331435,-0.2000782971393891,-0.4798666660711266,-0.9140121749269983
Lacrosse,0.5066963661836189,0.2580314081660159,0.2677580224823578,-0.4813627188539793,-0.027848817671930606,1.773362578117569,0.8097583699757664,0.5391657036587275,-0.7777066245682644
Longball,0.14004663904938516,-0.41906489416075804,-0.34141534043035643,-0.9242323428467084,-0.10666010150995457,1.2142270108703856,0.39665781514524845,-0.537289411564021,-1.2337375579473113
Motorcycle Racing,0.15948791898788445,1.3947345827219857,1.3729508071970922,-0.21251657355666634,1.0619693863992992,-0.5067716181078543,-0.8852014717135755,-0.045687310258549794,-0.26010627851193174
Mountain Biking,0.9633033704033445,0.4224981136489305,-0.24624682137247075,-0.5429440509733547,0.9603415110635208,-1.0428880481849503,-0.37923929101675496,-0.31727390527602206,-0.2913496634550662
Paintball,0.1668908343132678,0.06062447297577867,0.5749720713173231,-1.0679403036177562,0.43576207843228115,1.4910200305160326,-0.6971552343411432,0.3993758180046966,-0.636523843154781
Parachuting,-0.688176686738418,0.9491653155966648,1.8155823794371289,-0.08743894351302839,1.0278490158391471,-0.29989803213329264,-1.3381917331446866,-0.49155467115839313,0.2529497865519098
Paragliding,-0.5292429212327094,1.3424901912826228,1.4465575674663118,-0.023313771061248535,1.0791219504380725,-1.0951393457845005,-1.0820879560320038,0.3838441078736443,-0.1255138551265859
Parkour,0.8983808066597639,0.44660781062064014,-0.16439127903551787,0.5421338120131676,0.6851118919766092,-0.8512394467349219,-0.5037879847365184,-0.772896327512968,-0.3955261124502594
Pilates,-0.4072305671790712,-1.139610712277161,-0.6683602698263749,0.8260568631529998,-1.301082787202065,0.4435467381139299,-1.508814515285602,-0.6036481517450308,0.6436928566267767
Pole Sports,-0.42188855611629955,-0.5328384908795135,0.2073086490281871,2.002316626215508,-1.14055592675545,0.3287221436428651,-0.4769014738578313,-0.21547817195313643,-0.7279835839224923
Polo,-0.10397929218838739,0.42568824777644615,0.6741535880361414,-0.290027383823091,-0.004708518016637331,1.5091057788803852,0.7467483219754861,0.8950341217064244,-1.1549784180267566
Pool,-2.2885780797295423,0.6772978603566638,-0.8474714126200071,-0.7344094067592685,-1.1345244584152365,0.2665945518455696,0.7482669605384299,-0.3271205156133317,0.1007481395389501
Rock Climbing,1.1218337693227587,-0.480675247647876,0.043709452795412364,0.7084795843122499,-0.3863406978895852,-0.9396934109135869,-0.7932951106837709,2.2209482889468153,-1.5423933296773822
Rodeo,0.0337962217564228,-0.00019863551607057165,1.9461390587230432,-0.2062810195041103,-0.011459921128652947,-0.27467842804685283,0.7549271882407539,-0.3340703755537731,-0.7562018128050555
Roller Skating,-0.09919673100982887,-0.3603721939720609,-0.10558020985527679,0.07074776242848667,0.3574730988770592,0.06826854408634593,-0.4439295005229079,-0.33748593056954473,-0.1431783427797736
Rugby,0.7573335937306641,0.8538485123529805,0.23375615676965275,-0.18041847895002472,0.9650867537459318,1.418587325003434,1.540252579635258,0.4301750978532623,0.7425251305505229
Running,1.4578514462986332,-0.6342860759918534,-1.653517783626776,-1.1141701284532477,0.9117125919524607,-1.12775004362587,-1.4604933107517384,-0.06911687945386713,0.5730333003597332
Sailing,-0.15630994159237285,-0.14015263696429045,0.07683221399107414,-0.23101928660601986,0.9963038491028744,-0.06147790517001668,-0.7195323039612858,1.0761057298521723,-0.06926857712860196
Scuba Diving,-0.3093075394024,0.20565505547447835,0.39609625496273587,0.059792981510199676,0.4868992445983981,-0.7340368090502071,-0.9051675848183808,0.8715346654906492,-0.41490838840925576
Skateboarding,0.8017340311749113,-0.025686999386422875,-0.03191164189070159,-0.01187693303546682,0.39099198898291204,-0.678151080108837,-1.4684899454206701,-1.1100278826576913,-0.33030978110773057
Skiing,0.9468887385633151,0.1170019889110993,0.07962173995836763,-0.007839614800652105,1.1549238519143998,-0.8635589151123931,-0.31217342029473244,-0.09399160742360144,0.15563900339849435
Skydiving,-0.7392823622711517,1.0005394204072457,1.8539623734223103,-0.09845756754836951,1.08221683004395,-0.2984281261561739,-1.26832806114313,-0.37596230236279565,0.20481580731801113
Snowboarding,0.8629029314314542,0.17737333552398662,0.04142023459156495,0.08445047154849773,1.1281135972605028,-0.881984461619068,-0.5676040967813536,-0.25523430659637,0.15219390145347078
Soccer,0.08995511917017261,-0.6985447171356308,0.7689676360060074,2.008692374659123,3.039622049506388,2.7514797721710207,0.7916406616560009,-2.407965067385042,4.614121425637848
Sumo,0.8372543039816593,0.19718565040025546,1.061317532872083,-0.5604898800394911,-1.767054594013114,-0.18213901263161392,2.2492920342244287,-0.17670774079135065,-0.08486813625323483
Surfing,0.7929243974763087,0.15437869022813436,0.13749695518744484,0.11584950629785626,1.279803335478016,-0.931291702362548,-0.48439676024660017,-0.15419317225444276,0.10835778060231364
Swimming,0.8726000928940103,-0.3873944494541956,-1.091126940794587,0.28962998119799854,-0.29563804570989766,-1.3619840910424768,1.167113368664273,-0.3403623756409695,0.1650449570933061
Table Tennis,-0.23790613243922912,1.6385769857022987,-2.103059070663996,-0.5386247303640035,-0.5890787207758483,-0.19704855456470047,-0.13682862907289076,-0.640402701182262,-1.3733782797499323
Taekwondo,0.9134875134208583,0.4781099204257025,0.3322358480500824,-0.5698261032454639,-1.7404384858810324,0.5423086074500547,-0.33893973104327024,-0.021612881439627328,0.5429409840196059
Tag Games,0.2532229776707116,-1.2220840175882344,-0.6774031240850181,-0.9191189759788467,0.2414664153545596,0.6289608146224833,-0.541706450716508,-1.1315677559226416,-1.7536649497741608
Tennis,0.45111214033869684,1.4544394802079497,-1.8750242071626928,0.022219858472645408,1.0231715719554977,-0.5648232913231473,0.4604867041588986,-0.2455366589523214,-0.3310273123359346
Trampolining,-0.007741284008176281,-0.30176827022252734,-0.2867373105444646,0.9157261416426115,-0.3608668527407185,-0.6981219075198126,0.01972303751637001,-1.1869601508327463,0.08769118113648652
Trapeze,-0.318278598543984,-0.16360357630051525,0.2713873000119486,2.774557529017679,-1.2519222995312584,-0.5262860319364469,-0.48382036505821996,-0.5249925897283537,-1.3620152608717282
Volleyball,0.48347854015400593,0.5673547979855643,-1.0625041635126073,0.31179725262113767,-0.06831630983955055,1.27093893312748,1.3413449354240106,0.3757157912438875,-0.521587339083658
Walking,-0.6108130654514187,-2.1308895664613803,-1.022654814022492,-1.25257858387683,-0.006055857150538615,0.08406154897651012,-1.1145705359784113,0.26527781327069394,0.29487017433945023
Water Polo,0.8686729378709049,0.4060209104460972,0.34562372271147856,-0.5357237074991718,-0.4653053994452989,0.964261399108554,1.6500932088706672,0.49651400926725653,-0.13756477215905566
Weightlifting,0.15896947036455655,-0.42068946775578364,0.12834945379582915,-0.18136930901088602,-0.7324446575453953,-0.7980785957867556,0.46469666222754047,-0.4638154057300619,1.7463801431856578
Windsurfing,0.8894709914173685,0.026616124525407014,0.15172537388073276,0.0573164575338957,1.083310638867776,-1.01244640028005,-0.6174820435729121,-0.47257665926693676,0.21192684607623594
Wrestling,0.9745078820226418,0.2872835274368166,1.0434589264316352,-0.4193365516873909,-1.8607668264136341,0.24666869543733744,-0.16515392476758547,-0.2684989180721472,0.7233706905256808
Yoga,-2.740537541883866,0.5768044099123593,-1.8150439122128772,3.464714668563729,-0.33328202529256185,-0.5403228546715346,0.5090406796465599,0.9423689672341056,2.1555400862606766
